,Timestamp,msTimestamp,,Region0R,Region1G,,,LedState
1868,57979.56664,57979566.64,1754220588,2598.712477,2094.340197,1,4,2
1869,57979.59149,57979591.49,1755042237,3595.55877,1425.487738,2,1,4
1870,57979.61668,57979616.68,1755862334,1981.364195,1951.920262,4,2,1
1871,57979.64188,57979641.88,1756684367,2598.634358,2094.386361,1,4,2
1872,57979.66668,57979666.68,1757504464,3596.357324,1425.328262,2,1,4
1873,57979.69233,57979692.33,1758325505,1982.559132,1953.321967,4,2,1
1874,57979.71689,57979716.89,1759146626,2597.905244,2094.881574,1,4,2
1875,57979.7418,57979741.8,1759967235,3596.166365,1424.266492,2,1,4
1876,57979.76724,57979767.24,1760788820,1980.785533,1953.221246,4,2,1
1877,57979.79187,57979791.87,1761609397,2598.689331,2095.976918,1,4,2
1878,57979.81697,57979816.97,1762430998,3597.624593,1425.324066,2,1,4
1879,57979.84212,57979842.12,1763251559,1981.607233,1954.845377,4,2,1
1880,57979.86737,57979867.37,1764072200,2597.937071,2096.375607,1,4,2
1881,57979.89233,57979892.33,1764893721,3593.944304,1425.147803,2,1,4
1882,57979.91725,57979917.25,1765713850,1980.875226,1952.083934,4,2,1
1883,57979.9426,57979942.6,1766535403,2598.200362,2096.018885,1,4,2
1884,57979.96748,57979967.48,1767356028,3597.323689,1424.644197,2,1,4
1885,57979.99264,57979992.64,1768176589,1982.159855,1953.821377,4,2,1
1886,57980.01752,57980017.52,1768998206,2598.990235,2095.448131,1,4,2
1887,57980.04278,57980042.78,1769818783,3595.020615,1424.228721,2,1,4
1888,57980.06792,57980067.92,1770640400,1981.505967,1953.145705,4,2,1
1889,57980.09265,57980092.65,1771460929,2598.764557,2093.517639,1,4,2
1890,57980.11772,57980117.72,1772282610,3596.869439,1425.483541,2,1,4
1891,57980.14298,57980142.98,1773103171,1981.815552,1951.890885,4,2,1
1892,57980.16774,57980167.74,1773923252,2598.113562,2093.173508,1,4,2
1893,57980.19305,57980193.05,1774744789,3595.205787,1425.345049,2,1,4
1894,57980.21802,57980218.02,1775565430,1980.666908,1951.52577,4,2,1
1895,57980.24328,57980243.28,1776387031,2598.075949,2092.183082,1,4,2
1896,57980.26831,57980268.31,1777207512,3594.473779,1425.235934,2,1,4
1897,57980.29303,57980293.03,1778815113,1980.759494,1952.79318,4,2,1
1898,57980.31887,57980318.87,1779635674,2598.4,2093.135738,1,4,2
1899,57980.34323,57980343.23,1780456315,3596.707414,1424.912787,2,1,4
1900,57980.36828,57980368.28,1781277436,1980.551175,1954.920918,4,2,1
1901,57980.39363,57980393.63,1782098445,2597.806872,2093.622557,1,4,2
1902,57980.41832,57980418.32,1782920094,3596.574322,1425.634623,2,1,4
1903,57980.44343,57980443.43,1783740639,1980.785533,1953.867541,4,2,1
1904,57980.46862,57980468.62,1784561776,2597.369982,2092.946885,1,4,2
1905,57980.49373,57980493.73,1785382337,3594.667631,1425.013508,2,1,4
1906,57980.51876,57980518.76,1786204338,1982.585172,1952.020984,4,2,1
1907,57980.54362,57980543.62,1787024483,2598.313201,2095.800656,1,4,2
1908,57980.5691,57980569.1,1787845524,3595.613743,1425.353443,2,1,4
1909,57980.59387,57980593.87,1788667141,1979.810488,1953.124721,4,2,1
1910,57980.61889,57980618.89,1789489238,2597.517541,2095.481705,1,4,2
1911,57980.64392,57980643.92,1790309783,3593.24123,1425.298885,2,1,4
1912,57980.66931,57980669.31,1791130360,1980.811573,1951.25718,4,2,1
1913,57980.6943,57980694.3,1791951945,2598.489693,2097.756328,1,4,2
1914,57980.71918,57980719.18,1792772602,3594.204702,1425.273705,2,1,4
1915,57980.7441,57980744.1,1793593659,1980.962025,1950.95082,4,2,1
1916,57980.76943,57980769.43,1794414700,2597.795298,2096.388197,1,4,2
1917,57980.79416,57980794.16,1795235885,3594.291501,1424.384,2,1,4
1918,57980.81956,57980819.56,1796056430,1980.771067,1949.872262,4,2,1
1919,57980.84445,57980844.45,1796876975,2599.036528,2095.678951,1,4,2
1920,57980.86972,57980869.72,1797698656,3594.479566,1424.845639,2,1,4
1921,57980.89472,57980894.72,1798519073,1980.400723,1950.585705,4,2,1
1922,57980.91951,57980919.51,1799340754,2598.000723,2095.011672,1,4,2
1923,57980.94522,57980945.22,1800160835,3594.809403,1424.723934,2,1,4
1924,57980.96973,57980969.73,1800981428,1980.339964,1951.517377,4,2,1
1925,57980.99468,57980994.68,1801803061,2596.661121,2093.404328,1,4,2
1926,57981.02007,57981020.07,1802623638,3595.767089,1424.912787,2,1,4
1927,57981.04474,57981044.74,1803445191,1981.676673,1953.640918,4,2,1
1928,57981.0699,57981069.9,1804265768,2598.02387,2093.907934,1,4,2
1929,57981.09504,57981095.04,1805087321,3594.256781,1425.026098,2,1,4
1930,57981.12028,57981120.28,1805907994,1980.996745,1953.133115,4,2,1
1931,57981.14516,57981145.16,1806729611,2598.695118,2093.538623,1,4,2
1932,57981.1701,57981170.1,1807550124,3593.498734,1425.181377,2,1,4
1933,57981.19546,57981195.46,1808370237,1981.853165,1953.76682,4,2,1
1934,57981.2203,57981220.3,1809191886,2598.512839,2092.627934,1,4,2
1935,57981.24525,57981245.25,1810012447,3595.25208,1424.64,2,1,4
1936,57981.2704,57981270.4,1810834048,1980.8,1955.491672,4,2,1
1937,57981.29572,57981295.72,1812440929,2598.602532,2092.602754,1,4,2
1938,57981.32073,57981320.73,1813262594,3595.495118,1426.003934,2,1,4
1939,57981.34556,57981345.56,1814082259,1980.530922,1954.392131,4,2,1
1940,57981.37055,57981370.55,1814903364,2597.986257,2091.54518,1,4,2
1941,57981.39587,57981395.87,1815724853,3595.162387,1424.530885,2,1,4
1942,57981.42065,57981420.65,1816545446,1980.548282,1952.470033,4,2,1
1943,57981.44588,57981445.88,1817367095,2596.583002,2092.032,1,4,2
1944,57981.4708,57981470.8,1818188056,3595.220253,1425.680787,2,1,4
1945,57981.4961,57981496.1,1819009273,1980.177939,1952.428066,4,2,1
1946,57981.52116,57981521.16,1819829866,2596.623508,2092.724459,1,4,2
1947,57981.54592,57981545.92,1820650379,3593.429295,1424.304262,2,1,4
1948,57981.5716,57981571.6,1821471564,1980.742134,1954.119344,4,2,1
1949,57981.59615,57981596.15,1822292573,2599.042315,2092.867148,1,4,2
1950,57981.62113,57981621.13,1823114190,3594.693671,1425.076459,2,1,4
1951,57981.64657,57981646.57,1823934735,1981.393128,1953.884328,4,2,1
1952,57981.67126,57981671.26,1824756304,2597.746112,2092.913311,1,4,2
1953,57981.69632,57981696.32,1825577393,3595.353345,1424.081836,2,1,4
1954,57981.72138,57981721.38,1826398962,1980.964919,1953.246426,4,2,1
1955,57981.74668,57981746.68,1827219987,2597.381555,2092.413902,1,4,2
1956,57981.7717,57981771.7,1828041604,3594.954069,1425.731148,2,1,4
1957,57981.79657,57981796.57,1828862245,1980.177939,1952.696656,4,2,1
1958,57981.82194,57981821.94,1829683702,2597.925497,2093.765246,1,4,2
1959,57981.84686,57981846.86,1830504359,3594.184448,1424.623213,2,1,4
1960,57981.87177,57981871.77,1831326008,1980.666908,1951.584525,4,2,1
1961,57981.89684,57981896.84,1832146601,2598.576492,2093.81141,1,4,2
1962,57981.92218,57981922.18,1832967146,3594.954069,1425.294689,2,1,4
1963,57981.9472,57981947.2,1833788283,1980.869439,1953.31777,4,2,1
1964,57981.97198,57981971.98,1834608860,2597.870524,2094.533246,1,4,2
1965,57981.99703,57981997.03,1835430445,3594.722604,1425.298885,2,1,4
1966,57982.02249,57982022.49,1836251006,1980.950452,1956.809443,4,2,1
1967,57982.04709,57982047.09,1837072623,2598.070163,2094.881574,1,4,2
1968,57982.07237,57982072.37,1837893216,3595.162387,1424.937967,2,1,4
1969,57982.09741,57982097.41,1838713713,1980.611935,1952.226623,4,2,1
1970,57982.12265,57982122.65,1839534914,2597.575407,2094.172328,1,4,2
1971,57982.14781,57982147.81,1840355971,3593.973237,1426.243148,2,1,4
1972,57982.17243,57982172.43,1841177572,1981.659313,1953.708066,4,2,1
1973,57982.19816,57982198.16,1841998133,2598.130922,2096.048262,1,4,2
1974,57982.22255,57982222.55,1842819174,3595.798915,1424.111213,2,1,4
1975,57982.2476,57982247.6,1843639847,1982.130922,1951.685246,4,2,1
1976,57982.27304,57982273.04,1844460408,2598.073056,2095.166951,1,4,2
1977,57982.29764,57982297.64,1846067929,3593.490054,1425.202361,2,1,4
1978,57982.32284,57982322.84,1846888954,1981.424955,1952.495213,4,2,1
1979,57982.34803,57982348.03,1847710571,2598.431826,2094.705311,1,4,2
1980,57982.37313,57982373.13,1848531164,3594.117902,1425.298885,2,1,4
1981,57982.39821,57982398.21,1849352733,1981.21085,1951.080918,4,2,1
1982,57982.42299,57982422.99,1850172910,2597.164557,2095.813246,1,4,2
1983,57982.44838,57982448.38,1850993423,3594.332007,1424.560262,2,1,4
1984,57982.47315,57982473.15,1851815008,1980.501989,1951.853115,4,2,1
1985,57982.49819,57982498.19,1852635585,2597.581193,2095.683148,1,4,2
1986,57982.5233,57982523.3,1853457202,3593.498734,1424.93377,2,1,4
1987,57982.5486,57982548.6,1854277331,1980.206872,1949.918426,4,2,1
1988,57982.57362,57982573.62,1855098884,2597.155877,2096.031475,1,4,2
1989,57982.59854,57982598.54,1855919397,3594.094756,1425.529705,2,1,4
1990,57982.62346,57982623.46,1856740006,1981.491501,1951.441836,4,2,1
1991,57982.64897,57982648.97,1857561623,2597.20217,2097.235934,1,4,2
1992,57982.67354,57982673.54,1858382120,3592.911392,1424.518295,2,1,4
1993,57982.69885,57982698.85,1859203849,1980.933092,1951.685246,4,2,1
1994,57982.72374,57982723.74,1860024458,2598.495479,2095.498492,1,4,2
1995,57982.74906,57982749.06,1860846011,3592.79566,1424.988328,2,1,4
1996,57982.77421,57982774.21,1861666572,1981.077758,1951.47541,4,2,1
1997,57982.79884,57982798.84,1862488189,2598.055696,2096.39659,1,4,2
1998,57982.82458,57982824.58,1863309182,3594.528752,1425.475148,2,1,4
1999,57982.84902,57982849.02,1864130815,1981.407595,1952.860328,4,2,1
2000,57982.87409,57982874.09,1864951840,2598.501266,2095.84682,1,4,2
2001,57982.9025,57982902.5,1865773489,3594.855696,1425.483541,2,1,4
2002,57982.92429,57982924.29,1866594034,1980.481736,1953.674492,4,2,1
2003,57982.94931,57982949.31,1867415603,2598.738517,2095.553049,1,4,2
2004,57982.97432,57982974.32,1868236132,3592.497649,1425.038689,2,1,4
2005,57982.99969,57982999.69,1869056773,1980.785533,1951.70623,4,2,1
2006,57983.02456,57983024.56,1869878422,2597.98915,2095.070426,1,4,2
2007,57983.04952,57983049.52,1870699031,3593.116817,1424.736525,2,1,4
2008,57983.07456,57983074.56,1871520536,1981.315009,1952.415475,4,2,1
2009,57983.10002,57983100.02,1872341129,2598.223508,2093.794623,1,4,2
2010,57983.12466,57983124.66,1873162730,3594.551899,1425.202361,2,1,4
2011,57983.14979,57983149.79,1873983291,1981.343942,1949.905836,4,2,1
2012,57983.17499,57983174.99,1874804908,2598.492586,2092.418098,1,4,2
2013,57983.19983,57983199.83,1875625453,3593.015552,1425.11423,2,1,4
2014,57983.22491,57983224.91,1876446046,1980.342857,1951.685246,4,2,1
2015,57983.25015,57983250.15,1877267151,2597.355515,2093.609967,1,4,2
2016,57983.27512,57983275.12,1878087792,3594.488246,1425.248525,2,1,4
2017,57983.30025,57983300.25,1879695809,1980.328391,1951.748197,4,2,1
2018,57983.32539,57983325.39,1880516354,2598.232188,2092.657311,1,4,2
2019,57983.35034,57983350.34,1881337971,3592.329837,1425.290492,2,1,4
2020,57983.37545,57983375.45,1882158516,1980.221338,1950.858492,4,2,1
2021,57983.40032,57983400.32,1882979093,2598.486799,2093.03082,1,4,2
2022,57983.42557,57983425.57,1883800182,3592.677034,1425.336656,2,1,4
2023,57983.45048,57983450.48,1884621287,1980.496203,1951.332721,4,2,1
2024,57983.47561,57983475.61,1885442328,2597.835805,2092.938492,1,4,2
2025,57983.50057,57983500.57,1886262905,3592.324051,1425.42059,2,1,4
2026,57983.52599,57983525.99,1887084586,1981.260036,1953.875934,4,2,1
2027,57983.55087,57983550.87,1887905627,2598.136709,2093.341377,1,4,2
2028,57983.5759,57983575.9,1888727164,3593.979024,1424.88341,2,1,4
2029,57983.60083,57983600.83,1889547357,1980.85208,1955.03423,4,2,1
2030,57983.62601,57983626.01,1890367870,2596.577215,2093.366557,1,4,2
2031,57983.65087,57983650.87,1891189551,3595.211573,1425.026098,2,1,4
2032,57983.67612,57983676.12,1892010144,1980.478843,1955.265049,4,2,1
2033,57983.70118,57983701.18,1892831729,2598.171429,2094.583607,1,4,2
2034,57983.72622,57983726.22,1893652242,3593.090778,1425.718557,2,1,4
2035,57983.75186,57983751.86,1894473827,1980.979385,1952.625311,4,2,1
2036,57983.77664,57983776.64,1895293940,2597.057505,2093.169311,1,4,2
2037,57983.80122,57983801.22,1896114533,3592.124412,1423.473311,2,1,4
2038,57983.82627,57983826.27,1896936102,1981.6217,1954.144525,4,2,1
2039,57983.85137,57983851.37,1897756727,2597.24557,2093.609967,1,4,2
2040,57983.87676,57983876.76,1898578296,3594.358047,1424.023082,2,1,4
2041,57983.9017,57983901.7,1899398921,1981.23689,1953.896918,4,2,1
2042,57983.92655,57983926.55,1900220490,2598.122242,2094.848,1,4,2
2043,57983.95174,57983951.74,1901041067,3597.685353,1424.891803,2,1,4
2044,57983.97674,57983976.74,1901863116,1981.58698,1954.211672,4,2,1
2045,57984.00175,57984001.75,1902683757,2597.627486,2094.461902,1,4,2
2046,57984.02702,57984027.02,1903504270,3595.145027,1424.866623,2,1,4
2047,57984.05234,57984052.34,1904326351,1980.400723,1950.619279,4,2,1
2048,57984.07688,57984076.88,1905147952,2597.19349,2095.985311,1,4,2
2049,57984.10214,57984102.14,1905968497,3595.940687,1426.041705,2,1,4
2050,57984.12704,57984127.04,1906790562,1980.776854,1952.365115,4,2,1
2051,57984.15217,57984152.17,1907611123,2597.320796,2095.683148,1,4,2
2052,57984.17734,57984177.34,1908431332,3594.621338,1424.786885,2,1,4
2053,57984.2022,57984202.2,1909252821,1981.057505,1954.169705,4,2,1
2054,57984.22746,57984227.46,1910073430,2597.124051,2095.158557,1,4,2
2055,57984.25265,57984252.65,1910895015,3594.279928,1425.819279,2,1,4
2056,57984.27759,57984277.59,1911715640,1980.953345,1952.067148,4,2,1
2057,57984.3031,57984303.1,1913323705,2598.692224,2094.356984,1,4,2
2058,57984.32746,57984327.46,1914143786,3592.815913,1424.438557,2,1,4
2059,57984.35259,57984352.59,1914964347,1981.986257,1953.758426,4,2,1
2060,57984.37791,57984377.91,1915785900,2597.497288,2093.916328,1,4,2
2061,57984.40268,57984402.68,1916606493,3594.453526,1425.710164,2,1,4
2062,57984.42772,57984427.72,1917428126,1981.002532,1952.994623,4,2,1
2063,57984.45277,57984452.77,1918248175,2597.737432,2094.155541,1,4,2
2064,57984.47807,57984478.07,1919068736,3593.955877,1424.782689,2,1,4
2065,57984.5031,57984503.1,1919890369,1980.956239,1951.777574,4,2,1
2066,57984.52797,57984527.97,1920710914,2597.393128,2093.395934,1,4,2
2067,57984.55331,57984553.31,1921532547,3593.921157,1425.227541,2,1,4
2068,57984.57804,57984578.04,1922353092,1980.964919,1951.508984,4,2,1
2069,57984.6031,57984603.1,1923174757,2597.19349,2094.201705,1,4,2
2070,57984.62817,57984628.17,1923995286,3594.213382,1424.543475,2,1,4
2071,57984.65361,57984653.61,1924816935,1981.517541,1954.043803,4,2,1
2072,57984.67867,57984678.67,1925637000,2597.873418,2093.86177,1,4,2
2073,57984.70335,57984703.35,1926457545,3593.469801,1424.900197,2,1,4
2074,57984.72837,57984728.37,1927279210,1979.185533,1951.01377,4,2,1
2075,57984.75377,57984753.77,1928099723,2598.75009,2094.705311,1,4,2
2076,57984.7785,57984778.5,1928921308,3593.764919,1424.425967,2,1,4
2077,57984.8038,57984803.8,1929741933,1980.351537,1953.81718,4,2,1
2078,57984.82866,57984828.66,1930562542,2598.018083,2095.511082,1,4,2
2079,57984.854,57984854,1931384079,3594.820976,1424.593836,2,1,4
2080,57984.87896,57984878.96,1932204640,1980.03906,1954.375344,4,2,1
2081,57984.90385,57984903.85,1933026241,2597.491501,2094.172328,1,4,2
2082,57984.92946,57984929.46,1933846850,3592.671248,1424.279082,2,1,4
2083,57984.95392,57984953.92,1934668371,1980.695841,1951.664262,4,2,1
2084,57984.97897,57984978.97,1935488980,2596.692948,2093.160918,1,4,2
2085,57985.00445,57985004.45,1936310549,3593.990597,1425.378623,2,1,4
2086,57985.02909,57985029.09,1937131142,1981.280289,1953.074361,4,2,1
2087,57985.05413,57985054.13,1937951287,2596.287884,2093.395934,1,4,2
2088,57985.07921,57985079.21,1938773336,3591.123327,1425.110033,2,1,4
2089,57985.10447,57985104.47,1939593897,1980.180832,1951.735607,4,2,1
2090,57985.12947,57985129.47,1940415530,2597.135624,2092.220852,1,4,2
2091,57985.15447,57985154.47,1941236075,3594.256781,1425.168787,2,1,4
2092,57985.17978,57985179.78,1942057740,1980.316817,1953.405902,4,2,1
2093,57985.20454,57985204.54,1942878717,2597.456781,2091.368918,1,4,2
2094,57985.22966,57985229.66,1943700318,3593.513201,1425.483541,2,1,4
2095,57985.25472,57985254.72,1944521455,1981.59566,1953.544393,4,2,1
2096,57985.28006,57985280.06,1945342464,2597.016998,2092.06977,1,4,2
2097,57985.30501,57985305.01,1946949601,3594.222061,1425.785705,2,1,4
2098,57985.32979,57985329.79,1947771058,1981.615913,1954.425705,4,2,1
2099,57985.35488,57985354.88,1948591747,2596.504882,2091.998426,1,4,2
2100,57985.38015,57985380.15,1949412260,3593.174684,1424.40918,2,1,4
2101,57985.405,57985405,1950233877,1980.921519,1954.820197,4,2,1
2102,57985.43021,57985430.21,1951054454,2598.174322,2092.279607,1,4,2
2103,57985.45513,57985455.13,1951876087,3592.902712,1426.092066,2,1,4
2104,57985.4805,57985480.5,1952696136,1980.611935,1953.296787,4,2,1
2105,57985.50546,57985505.46,1953517673,2598.217722,2092.707672,1,4,2
2106,57985.5303,57985530.3,1954338362,3592.920072,1424.40918,2,1,4
2107,57985.55593,57985555.93,1955160475,1980.316817,1953.577967,4,2,1
2108,57985.5804,57985580.4,1955980972,2598.020976,2093.33718,1,4,2
2109,57985.60544,57985605.44,1956801053,3593.6,1424.245508,2,1,4
2110,57985.63087,57985630.87,1957622654,1981.410488,1954.211672,4,2,1
2111,57985.65559,57985655.59,1958443231,2597.265823,2093.639344,1,4,2
2112,57985.6806,57985680.6,1959264896,3592.251718,1425.152,2,1,4
2113,57985.70574,57985705.74,1960085361,1979.668716,1951.492197,4,2,1
2114,57985.73096,57985730.96,1960907058,2598.148282,2093.945705,1,4,2
2115,57985.75597,57985755.97,1961727571,3593.084991,1425.143607,2,1,4
2116,57985.78104,57985781.04,1962548148,1980.157685,1953.015607,4,2,1
2117,57985.80622,57985806.22,1963369781,2598.932369,2094.62977,1,4,2
2118,57985.83099,57985830.99,1964190310,3592.164919,1425.131016,2,1,4
2119,57985.85601,57985856.01,1965011431,1980.400723,1953.989246,4,2,1
2120,57985.88111,57985881.11,1965832088,2596.8,2093.83659,1,4,2
2121,57985.90655,57985906.55,1966653625,3593.015552,1424.61482,2,1,4
2122,57985.93157,57985931.57,1967474250,1979.660036,1951.022164,4,2,1
2123,57985.95629,57985956.29,1968294827,2597.786618,2092.951082,1,4,2
2124,57985.98131,57985981.31,1969115948,3592.862206,1425.37023,2,1,4
2125,57986.00659,57986006.59,1969936973,1979.772875,1950.942426,4,2,1
2126,57986.03141,57986031.41,1970758526,2596.941772,2093.190295,1,4,2
2127,57986.05672,57986056.72,1971579215,3592.980832,1424.480525,2,1,4
2128,57986.08155,57986081.55,1972400768,1979.706329,1951.903475,4,2,1
2129,57986.10691,57986106.91,1973221281,2597.060398,2092.900721,1,4,2
2130,57986.13194,57986131.94,1974042898,3591.201447,1425.500328,2,1,4
2131,57986.15686,57986156.86,1974863475,1980.912839,1952.637902,4,2,1
2132,57986.18248,57986182.48,1975683636,2597.708499,2093.928918,1,4,2
2133,57986.20685,57986206.85,1976505173,3593.157324,1425.311475,2,1,4
2134,57986.23191,57986231.91,1977325766,1980.426763,1953.716459,4,2,1
2135,57986.25725,57986257.25,1978147399,2596.475949,2095.469115,1,4,2
2136,57986.28201,57986282.01,1979754808,3593.597107,1424.686164,2,1,4
2137,57986.30708,57986307.08,1980576297,1981.433635,1954.782426,4,2,1
2138,57986.33215,57986332.15,1981397066,2596.918626,2093.412721,1,4,2
2139,57986.35744,57986357.44,1982219067,3592.668354,1425.277902,2,1,4
2140,57986.38243,57986382.43,1983039644,1980.37179,1952.675672,4,2,1
2141,57986.40745,57986407.45,1983861309,2598.075949,2093.165115,1,4,2
2142,57986.4327,57986432.7,1984681902,3591.424231,1424.606426,2,1,4
2143,57986.45748,57986457.48,1985503423,1980.600362,1952.184656,4,2,1
2144,57986.48248,57986482.48,1986323552,2596.947559,2093.04341,1,4,2
2145,57986.50755,57986507.55,1987144145,3592.679928,1425.160393,2,1,4
2146,57986.53299,57986532.99,1987965730,1979.96094,1951.357902,4,2,1
2147,57986.55795,57986557.95,1988786291,2597.355515,2092.833574,1,4,2
2148,57986.58277,57986582.77,1989607860,3591.337432,1425.361836,2,1,4
2149,57986.6078,57986607.8,1990428453,1980.244485,1951.437639,4,2,1
2150,57986.63313,57986633.13,1991250070,2596.771067,2093.328787,1,4,2
2151,57986.65795,57986657.95,1992070663,3591.765642,1425.256918,2,1,4
2152,57986.68314,57986683.14,1992891256,1980.481736,1950.640262,4,2,1
2153,57986.70802,57986708.02,1993712313,2595.833635,2095.89718,1,4,2
2154,57986.73339,57986733.39,1994533354,3591.082821,1424.975738,2,1,4
2155,57986.75835,57986758.35,1995354955,1980.921519,1951.110295,4,2,1
2156,57986.78322,57986783.22,1996175132,2595.882821,2094.940328,1,4,2
2157,57986.80883,57986808.83,1996996749,3592.39349,1425.202361,2,1,4
2158,57986.83336,57986833.36,1997817246,1979.775769,1950.031738,4,2,1
2159,57986.85836,57986858.36,1998637823,2596.854973,2095.792262,1,4,2
2160,57986.88372,57986883.72,1999459440,3591.079928,1425.17718,2,1,4
2161,57986.90856,57986908.56,2000279985,1980.328391,1951.945443,4,2,1
2162,57986.93353,57986933.53,2001101186,2597.378662,2097.152,1,4,2
2163,57986.9586,57986958.6,2001921683,3593.490054,1424.963148,2,1,4
2164,57986.98386,57986983.86,2002743380,1980.311031,1953.653508,4,2,1
2165,57987.00887,57987008.87,2003563893,2597.18481,2096.484721,1,4,2
2166,57987.03384,57987033.84,2004384454,3593.301989,1425.664,2,1,4
2167,57987.05912,57987059.12,2005206087,1980.007233,1953.124721,4,2,1
2168,57987.08389,57987083.89,2006026568,2598.822423,2095.540459,1,4,2
2169,57987.10893,57987108.93,2006848265,3591.149367,1424.812066,2,1,4
2170,57987.13398,57987133.98,2007668378,1980.206872,1951.101902,4,2,1
2171,57987.15928,57987159.28,2008488907,2596.710307,2093.886951,1,4,2
2172,57987.1844,57987184.4,2009310524,3592.604702,1425.000918,2,1,4
2173,57987.20918,57987209.18,2010131101,1979.087161,1951.953836,4,2,1
2174,57987.23419,57987234.19,2010952702,2596.999638,2095.07882,1,4,2
2175,57987.25948,57987259.48,2011773295,3593.192043,1424.715541,2,1,4
2176,57987.28436,57987284.36,2013381280,1980.915732,1954.27882,4,2,1
2177,57987.30953,57987309.53,2014201873,2597.332369,2094.692721,1,4,2
2178,57987.33457,57987334.57,2015023490,3594.155515,1424.199344,2,1,4
2179,57987.3598,57987359.8,2015844083,1979.706329,1953.544393,4,2,1
2180,57987.38482,57987384.82,2016665620,2596.600362,2093.870164,1,4,2
2181,57987.40964,57987409.64,2017486709,3591.560217,1424.975738,2,1,4
2182,57987.43535,57987435.35,2018308342,1979.715009,1952.264393,4,2,1
2183,57987.45976,57987459.76,2019128823,2596.701627,2092.615344,1,4,2
2184,57987.48484,57987484.84,2019950920,3590.541772,1425.009311,2,1,4
2185,57987.5131,57987513.1,2020771417,1980.692948,1952.318951,4,2,1
2186,57987.53517,57987535.17,2021592058,2597.002532,2093.744262,1,4,2
2187,57987.56,57987560,2022413675,3590.573599,1425.903213,2,1,4
2188,57987.58518,57987585.18,2023234220,1979.900181,1950.808131,4,2,1
2189,57987.61042,57987610.42,2024055405,2596.898373,2093.144131,1,4,2
2190,57987.63524,57987635.24,2024875918,3592.037613,1425.202361,2,1,4
2191,57987.66044,57987660.44,2025697519,1979.926221,1951.106098,4,2,1
2192,57987.68536,57987685.36,2026518160,2597.908137,2093.156721,1,4,2
2193,57987.71069,57987710.69,2027338673,3589.685353,1425.290492,2,1,4
2194,57987.73541,57987735.41,2028160274,1980.528029,1951.181639,4,2,1
2195,57987.76046,57987760.46,2028980835,2597.066184,2093.882754,1,4,2
2196,57987.78591,57987785.91,2029802404,3592.416637,1426.113049,2,1,4
2197,57987.81053,57987810.53,2030623077,1980.938879,1953.107934,4,2,1
2198,57987.83584,57987835.84,2031444118,2596.085353,2094.033836,1,4,2
2199,57987.86089,57987860.89,2032264775,3592.83906,1425.366033,2,1,4
2200,57987.88573,57987885.73,2033085288,1980.241591,1954.354361,4,2,1
2201,57987.91107,57987911.07,2033906441,2597.083544,2094.004459,1,4,2
2202,57987.93618,57987936.18,2034727546,3593.594213,1425.353443,2,1,4
2203,57987.96102,57987961.02,2035549099,1980.024593,1954.694295,4,2,1
2204,57987.9862,57987986.2,2036369260,2595.775769,2094.508066,1,4,2
2205,57988.011,57988011,2037190765,3591.140687,1424.963148,2,1,4
2206,57988.03628,57988036.28,2038011422,1980.37179,1952.348328,4,2,1
2207,57988.06113,57988061.13,2038831935,2596.678481,2093.903738,1,4,2
2208,57988.0864,57988086.4,2039653584,3591.444485,1425.068066,2,1,4
2209,57988.1113,57988111.3,2040474145,1980.750814,1954.429902,4,2,1
2210,57988.13667,57988136.67,2041295666,2596.762387,2093.874361,1,4,2
2211,57988.16159,57988161.59,2042116307,3590.680651,1424.304262,2,1,4
2212,57988.1867,57988186.7,2042937860,1980.904159,1952.440656,4,2,1
2213,57988.21161,57988211.61,2043758021,2596.470163,2092.867148,1,4,2
2214,57988.23672,57988236.72,2044578598,3591.25642,1424.770098,2,1,4
2215,57988.26164,57988261.64,2045400135,1980.01302,1952.172066,4,2,1
2216,57988.28694,57988286.94,2047007224,2596.276311,2092.447475,1,4,2
2217,57988.31182,57988311.82,2047828745,3590.226401,1424.610623,2,1,4
2218,57988.33705,57988337.05,2048649370,1979.674503,1952.197246,4,2,1
2219,57988.36241,57988362.41,2049470939,2595.804702,2090.877902,1,4,2
2220,57988.3872,57988387.2,2050291516,3591.482098,1425.311475,2,1,4
2221,57988.41202,57988412.02,2051113117,1981.312116,1953.342951,4,2,1
2222,57988.43703,57988437.03,2051933182,2596.146112,2091.81377,1,4,2
2223,57988.46227,57988462.27,2052753775,3590.790597,1425.378623,2,1,4
2224,57988.48748,57988487.48,2053575440,1980.258951,1951.471213,4,2,1
2225,57988.51235,57988512.35,2054396401,2595.688969,2093.416918,1,4,2
2226,57988.5374,57988537.4,2055218002,3592.121519,1425.080656,2,1,4
2227,57988.56247,57988562.47,2056038995,1979.850995,1952.402885,4,2,1
2228,57988.58761,57988587.61,2056860644,2597.312116,2094.033836,1,4,2
2229,57988.61245,57988612.45,2057681301,3591.59783,1425.311475,2,1,4
2230,57988.63767,57988637.67,2058502806,1979.547197,1951.437639,4,2,1
2231,57988.6626,57988662.6,2059323479,2596.073779,2092.732852,1,4,2
2232,57988.68799,57988687.99,2060145000,3590.171429,1425.059672,2,1,4
2233,57988.71273,57988712.73,2060965113,1980.238698,1951.185836,4,2,1
2234,57988.73773,57988737.73,2061785738,2597.372875,2094.331803,1,4,2
2235,57988.76297,57988762.97,2062607339,3590.052803,1424.157377,2,1,4
